name,alt_name,objectid,id,status,type,trauma,owner,ttl_staff,population,beds,helipad,naics_code,naics_desc
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KINGSPORT,NOT AVAILABLE,6774,11437660,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,50,50,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
ERLANGER EAST HOSPITAL,NOT AVAILABLE,6775,3037421,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,28,28,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ERLANGER NORTH HOSPITAL,NOT AVAILABLE,6776,14437415,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,67,67,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FORT LOUDOUN MEDICAL CENTER,NOT AVAILABLE,6777,14937772,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,50,50,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HARDIN MEDICAL CENTER,NOT AVAILABLE,6778,6938372,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,58,58,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HENDERSON COUNTY COMMUNITY HOSPITAL,NOT AVAILABLE,6779,6638351,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,45,45,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LECONTE MEDICAL CENTER,NOT AVAILABLE,6780,8637862,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,79,79,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEMORIAL HOSPITAL HIXSON,NOT AVAILABLE,6781,7237343,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,83,83,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PARKRIDGE MEDICAL CENTER,NOT AVAILABLE,6782,7337404,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,275,275,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
QUILLEN REHABILITATION HOSPITAL,JAMES H. & CECILE C. QUILLEN REHAB HOSPITAL,6783,10337601,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,36,36,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
SAINT FRANCIS HOSPITAL MEMPHIS,NOT AVAILABLE,6784,81,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,479,479,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT FRANCIS HOSPITAL BARTLETT,NOT AVAILABLE,6785,16638133,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,196,196,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT THOMAS DEKALB HOSPITAL,DEKALB HOSPITAL,6786,12437166,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,71,71,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,BAPTIST NORTH TOWER SURGICAL HOSPITAL,6787,13137203,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,23,23,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT THOMAS STONES RIVER HOSPITAL,NOT AVAILABLE,6788,837190,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,60,60,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT THOMAS HIGHLANDS HOSPITAL,HIGHLANDS MEDICAL CENTER,6789,11138583,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,60,60,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT THOMAS WEST HOSPITAL,NOT AVAILABLE,6790,2337205,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,541,541,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SELECT SPECIALTY HOSPITAL - MEMPHIS,NOT AVAILABLE,6791,17438119,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,39,39,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
TENNOVA HEALTHCARE - CLARKSVILLE,GATEWAY MEDICAL CENTER,6792,5237043,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,270,270,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TENNOVA HEALTHCARE - CLEVELAND,SKYRIDGE MEDICAL CENTER,6793,537312,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,208,208,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TENNOVA HEALTHCARE - CLEVELAND,SKYRIDGE MEDICAL CENTER,6794,83,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,140,140,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,NOT AVAILABLE,6795,1537821,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,74,74,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRISTAR ASHLAND CITY MEDICAL CENTER,CENTENNIAL MEDICAL CENTER AT ASHLAND CITY,6796,1237015,OPEN,CRITICAL ACCESS,NOT AVAILABLE,PROPRIETARY,-999,12,12,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRISTAR HORIZON MEDICAL CENTER,NOT AVAILABLE,6797,16037055,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,157,157,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRISTAR SKYLINE MADISON CAMPUS,TENNESSEE CHRISTIAN MEDICAL CENTER,6798,2537115,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,172,172,Y,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
TRISTAR SOUTHERN HILLS MEDICAL CENTER,NOT AVAILABLE,6799,2037211,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,126,126,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
METHODIST HOSPITAL-SOUTH,NOT AVAILABLE,6800,9438116,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,156,156,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER,NOT AVAILABLE,6801,13937849,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,250,250,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
GREENVILLE COMMUNITY HOSPITAL WEST,NOT AVAILABLE,6802,4837743,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,100,100,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VANDERBILT WILSON COUNTY HOSPITAL,UNIVERSITY MEDICAL CENTER MCFARLAND CAMPUS,6803,12337087,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,245,245,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL CANE CREEK,NOT AVAILABLE,6804,13538237,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,40,40,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,DYERSBURG REGIONAL MEDICAL CENTER,6805,16438024,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,225,225,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BLOUNT MEMORIAL HOSPITAL,NOT AVAILABLE,6806,15037804,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - LOCAL,-999,304,304,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MEMPHIS,NOT AVAILABLE,6807,2838104,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,80,80,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH MEMPHIS,NOT AVAILABLE,6808,13438128,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,50,50,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
FORT SANDERS REGIONAL MEDICAL CENTER,NOT AVAILABLE,6809,3937916,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,517,517,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JOHNSON COUNTY HEALTH CENTER,NOT AVAILABLE,6810,3537683,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,2,2,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LIVINGSTON REGIONAL HOSPITAL,NOT AVAILABLE,6811,5438570,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,114,114,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
METHODIST HEALTHCARE - MEMPHIS HOSPITAL,NOT AVAILABLE,6812,9138104,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,617,617,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MORRISTOWN-HAMBLEN HEALTHCARE SYSTEM,NOT AVAILABLE,6813,14137814,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,167,167,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
REGIONAL ONE HEALTH,REGIONAL ONE HEALTH,6814,9538103,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,625,625,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
REGIONAL ONE HEALTH EXTENDED CARE HOSPITAL,NOT AVAILABLE,6815,17138103,OPEN,LONG TERM CARE,NOT AVAILABLE,NON-PROFIT,-999,30,30,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,NOT AVAILABLE,6816,17537849,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,68,68,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM WINCHESTER,NOT AVAILABLE,6817,12537398,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,152,152,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SUMNER REGIONAL MEDICAL CENTER,NOT AVAILABLE,6818,9937066,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,155,155,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL,NOT AVAILABLE,6819,14037760,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,58,58,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,NOT AVAILABLE,6820,4137920,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,685,685,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRISTAR CENTENNIAL MEDICAL CENTER,CENTENNIAL MEDICAL CENTER,6821,11937203,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,733,733,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRISTAR HENDERSONVILLE MEDICAL CENTER,NOT AVAILABLE,6822,11837075,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,159,159,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRISTAR PORTLAND MEDICAL PARK,TENNESSEE CHRISTIAN MEDICAL CENTER PORTLAND,6823,2637148,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,159,159,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRISTAR STONECREST MEDICAL CENTER,NOT AVAILABLE,6824,10737167,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,109,109,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNICOI COUNTY MEMORIAL HOSPITAL,NOT AVAILABLE,6825,10137650,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,10,10,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VANDERBILT UNIVERSITY HOSPITAL,NOT AVAILABLE,6826,15837232,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,1091,1091,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ALLIANCEHEALTH PONCA CITY,PONCA CITY MEDICAL CENTER,6827,5574601,OPEN,GENERAL ACUTE CARE,LEVEL IV,PROPRIETARY,-999,140,140,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SELECT SPECIALTY HOSPITAL -OKLAHOMA CITY,NOT AVAILABLE,6828,6073112,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,72,72,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
UCHEALTH HIGHLANDS RANCH HOSPITAL,NOT AVAILABLE,6829,189080129,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - DISTRICT/AUTHORITY,-999,87,87,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE PHYSICIANS' HOSPITAL IN ANADARKO,NOT AVAILABLE,6830,13173005,OPEN,CRITICAL ACCESS,LEVEL IV,PROPRIETARY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,NOT AVAILABLE,6831,14973142,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,50,50,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
PAM REHABILITATION HOSPITAL OF TULSA,NOT AVAILABLE,6832,180374133,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,42,42,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),NOT AVAILABLE,6833,14473841,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,28,28,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
INTEGRIS CANADIAN VALLEY HOSPITAL,NOT AVAILABLE,6834,3673099,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,75,75,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OKLAHOMA HEART HOSPITAL SOUTH,NOT AVAILABLE,6835,131573135,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,44,44,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CORNERSTONE SPECIALTY HOSPITAL SHAWNEE,SOLARA HOSPITAL SHAWNEE,6836,130774801,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,34,34,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
OKC-AMG SPECIALTY HOSPITAL,NOT AVAILABLE,6837,5173120,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,349,349,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
STILLWATER MEDICAL PERRY,NOT AVAILABLE,6838,5473077,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,26,26,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BLACKWELL REGIONAL HOSPITAL,ALLIANCEHEALTH BLACKWELL,6839,1074631,OPEN,GENERAL ACUTE CARE,LEVEL IV,PROPRIETARY,-999,49,49,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COMANCHE COUNTY MEMORIAL HOSPITAL,NOT AVAILABLE,6840,1773505,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - DISTRICT/AUTHORITY,-999,265,265,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SUMMIT MEDICAL CENTER,NOT AVAILABLE,6841,9373013,OPEN,SPECIAL,NOT AVAILABLE,PROPRIETARY,-999,9,9,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
GRADY MEMORIAL HOSPITAL,NOT AVAILABLE,6842,2773018,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - DISTRICT/AUTHORITY,-999,75,75,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HILLCREST HOSPITAL PRYOR,ALLIANCEHEALTH PRYOR,6843,4174361,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,48,48,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
INTEGRIS SOUTHWEST MEDICAL CENTER,NOT AVAILABLE,6844,4273109,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,334,334,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MANGUM REGIONAL MEDICAL CENTER,QUARTZ MOUNTAIN MEDICAL CENTER,6845,12673554,OPEN,CRITICAL ACCESS,NOT AVAILABLE,PROPRIETARY,-999,18,18,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MCCURTAIN MEMORIAL HOSPITAL,NOT AVAILABLE,6846,2374745,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NEWMAN MEMORIAL HOSPITAL,NOT AVAILABLE,6847,5373858,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORMAN REGIONAL HEALTH SYSTEM -NORMAN CAMPUS,NOT AVAILABLE,6848,6773070,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - DISTRICT/AUTHORITY,-999,387,387,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHEASTERN HEALTH SYSTEM,NOT AVAILABLE,6849,131474464,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,98,98,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,NOT AVAILABLE,6850,7374127,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - LOCAL,-999,195,195,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OU MEDICAL CENTER,NOT AVAILABLE,6851,130473104,OPEN,GENERAL ACUTE CARE,LEVEL I,GOVERNMENT - STATE,-999,804,804,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PUSHMATAHA COUNTY-TOWN OF ANTLERS HOSPITAL AUTHORITY,NOT AVAILABLE,6852,7574523,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - STATE,-999,23,23,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SSM HEALTH ST. ANTHONY SHAWNEE HOSPITAL,NOT AVAILABLE,6853,8774804,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,96,96,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SSM HEALTH ST. ANTHONY HOSPITAL-OKLAHOMA CITY,NOT AVAILABLE,6854,8173102,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,773,773,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JANE PHILLIPS MEMORIAL MEDICAL CENTER,NOT AVAILABLE,6855,4474006,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,140,140,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
INTEGRIS BAPTIST MEDICAL CENTER,NOT AVAILABLE,6856,3373112,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,895,895,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OKLAHOMA SURGICAL HOSPITAL,NOT AVAILABLE,6857,6674137,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,75,75,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PAWHUSKA HOSPITAL,NOT AVAILABLE,6858,12474056,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAIN FRANCIS HOSPITAL VINITA,CRAIG GENERAL HOSPITAL,6859,1974301,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,55,55,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT FRANCIS HOSPITAL,NOT AVAILABLE,6860,7674136,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,1088,1088,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. JOHN MEDICAL CENTER,NOT AVAILABLE,6861,8674104,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,677,677,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. JOHN SAPULPA,NOT AVAILABLE,6862,12974066,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BUCHANAN GENERAL HOSPITAL,NOT AVAILABLE,6863,5724614,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,49,49,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CARILION MEDICAL CENTER,CARILION ROANOKE MEMORIAL HOSPITAL,6864,7924014,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,703,703,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CENTRA LYNCHBURG GENERAL HOSPITAL,LYNCHBURG GENERAL HOSPITAL,6865,144124501,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,358,358,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MORTON COUNTY HOSPITAL,MORTON COUNTY HOSPITAL,6866,5267950,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,120,120,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CHILDREN'S HOSPITAL OF RICHMOND AT VCU (BROOK ROAD),NOT AVAILABLE,6867,10923220,OPEN,CHILDREN,NOT AVAILABLE,NON-PROFIT,-999,36,36,N,622110,"CHILDREN'S HOSPITALS, GENERAL"
SOVAH HEALTH DANVILLE,NOT AVAILABLE,6868,7624541,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,250,250,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HEALTHSOUTH REHABILIATION HOSPITAL OF FREDERICKSBURG,NOT AVAILABLE,6869,146222401,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,52,52,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
HENRICO DOCTORS' HOSPITAL - RETREAT,RETREAT DOCTORS HOSPITAL,6870,11123220,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,226,226,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WINCHESTER REHABILITATION CENTER,NOT AVAILABLE,6871,145622601,OPEN,REHABILITATION,NOT AVAILABLE,NOT AVAILABLE,-999,495,495,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
RINGGOLD COUNTY HOSPITAL,NOT AVAILABLE,6872,13450854,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,16,16,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LONGS PEAK HOSPITAL,NOT AVAILABLE,6873,193880504,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,51,51,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
EDGEFIELD COUNTY HOSPITAL,NOT AVAILABLE,6874,9129824,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HAMILTON MEDICAL CENTER,NOT AVAILABLE,6875,83130720,OPEN,GENERAL ACUTE CARE,LEVEL II,NOT AVAILABLE,-999,282,282,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARTIN ARMY COMMUNITY HOSPITAL,NOT AVAILABLE,6876,17731905,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,57,57,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CRISP REGIONAL HOSPITAL,NOT AVAILABLE,6877,85431015,OPEN,GENERAL ACUTE CARE,LEVEL III,NOT AVAILABLE,-999,73,73,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PERRY HOSPITAL,NOT AVAILABLE,6878,10131069,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,39,39,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MADISON COUNTY MEMORIAL HOSPITAL,NOT AVAILABLE,6879,23032340,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DOCTORS MEMORIAL HOSPITAL,NOT AVAILABLE,6880,76432347,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,48,48,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NEW HORIZONS OF TREASURE COAST - MENTAL HEALTH CENTER,NOT AVAILABLE,6881,78834981,CLOSED,PSYCHIATRIC,NOT AVAILABLE,NOT AVAILABLE,-999,150,150,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BROWARD HEALTH IMPERIAL POINT,NOT AVAILABLE,6882,4433308,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,204,204,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
EAMC - LANIER,NOT AVAILABLE,6883,5036854,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,115,115,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
